COUNTY_FIPS,MECS_FT,SECTOR,MMBTU
1051,LPG_NGL,Agriculture,29326.35174
1051,LPG_NGL,Construction,5725.11009
1051,LPG_NGL,Manufacturing,5540.485345
1051,Natural_gas,Construction,55960.2378
1051,Natural_gas,Manufacturing,136097.8336
1051,Natural_gas,Mining,5064.346445
1051,Net_electricity,Agriculture,31383.60261
1051,Net_electricity,Construction,33846.56472
1051,Net_electricity,Manufacturing,265821.6904
1051,Net_electricity,Mining,15002.69851
1051,Other,Agriculture,18985.84908
1051,Other,Manufacturing,17218.18402
1051,Other,Mining,9771.970525
1051,Residual_fuel_oil,Agriculture,0
1051,Residual_fuel_oil,Manufacturing,95.66271859
1051,Residual_fuel_oil,Mining,5527.606335
1053,Coal,Manufacturing,12478.03056
1053,Coal,Mining,19044.74003
1053,Coke_and_breeze,Manufacturing,38815.48322
1053,Diesel,Agriculture,64484.09552
1053,Diesel,Construction,74615.60571
1053,Diesel,Manufacturing,68409.46293
1053,Diesel,Mining,24791.83863
1053,LPG_NGL,Agriculture,28131.18971
1053,LPG_NGL,Construction,2889.57584
1053,LPG_NGL,Manufacturing,67652.24621
1053,Natural_gas,Construction,30027.52183
1053,Natural_gas,Manufacturing,8976169.153
1053,Natural_gas,Mining,4081119.541
1053,Net_electricity,Agriculture,32670.4052
1053,Net_electricity,Construction,17624.64868
1053,Net_electricity,Manufacturing,1481958.526
1053,Net_electricity,Mining,29753.3578
1053,Other,Agriculture,18212.10244
1053,Other,Manufacturing,8654617.79
1053,Other,Mining,24143.51981
1053,Residual_fuel_oil,Agriculture,0
1053,Residual_fuel_oil,Manufacturing,444112.9388
1053,Residual_fuel_oil,Mining,14184.84365
1055,Coal,Manufacturing,1191.897213
1055,Coal,Mining,1097.658911
1055,Coke_and_breeze,Manufacturing,0
1055,Diesel,Agriculture,116802.2978
1055,Diesel,Construction,144020.2483
1055,Diesel,Manufacturing,22789.20737
1055,Diesel,Mining,3329.250942
1055,LPG_NGL,Agriculture,50955.00793
1055,LPG_NGL,Construction,5443.315152
1055,LPG_NGL,Manufacturing,27613.9171
1055,Natural_gas,Construction,49980.14233
1055,Natural_gas,Manufacturing,1145271.025
1055,Natural_gas,Mining,870.9155232
1055,Net_electricity,Agriculture,90988.99174
1055,Net_electricity,Construction,32838.36951
1055,Net_electricity,Manufacturing,1182223.629
1055,Net_electricity,Mining,2277.42369
1055,Other,Agriculture,32988.2182
1055,Other,Manufacturing,50106.48314
1055,Other,Mining,1864.341192
1055,Residual_fuel_oil,Agriculture,0
1055,Residual_fuel_oil,Manufacturing,8145.600811
1055,Residual_fuel_oil,Mining,740.9591524
1057,Coal,Manufacturing,1889.932312
1057,Coal,Mining,10908.9584
1057,Coke_and_breeze,Manufacturing,716.152827
1057,Diesel,Agriculture,48475.22408
1057,Diesel,Construction,24733.75832
1057,Diesel,Manufacturing,31851.14872
1057,Diesel,Mining,40348.02533
1057,LPG_NGL,Agriculture,21147.31879
1057,LPG_NGL,Construction,945.6029146
1057,LPG_NGL,Manufacturing,2030.947391
1057,Natural_gas,Construction,10100.54197
1057,Natural_gas,Manufacturing,160783.0396
1057,Natural_gas,Mining,12430.92226
1057,Net_electricity,Agriculture,28217.09977
1057,Net_electricity,Construction,5016.077004
1057,Net_electricity,Manufacturing,131739.199
1057,Net_electricity,Mining,158937.3023
1057,Other,Agriculture,13690.7518
1057,Other,Manufacturing,183312.5807
1057,Other,Mining,17607.33521
1057,Residual_fuel_oil,Agriculture,0
1057,Residual_fuel_oil,Manufacturing,1001.261649
1057,Residual_fuel_oil,Mining,37460.13664
1059,Coal,Manufacturing,200.9045812
1059,Coal,Mining,18110.94744
1059,Coke_and_breeze,Manufacturing,0
1059,Diesel,Agriculture,110660.9277
1059,Diesel,Construction,43088.38333
1059,Diesel,Manufacturing,14131.94674
1059,Diesel,Mining,16576.77518
1059,LPG_NGL,Agriculture,48275.83495
1059,LPG_NGL,Construction,1635.3221
1059,LPG_NGL,Manufacturing,18642.10236
1059,Natural_gas,Construction,16458.25791
1059,Natural_gas,Manufacturing,341214.4052
1059,Natural_gas,Mining,5580.244603
1059,Net_electricity,Agriculture,89449.11469
1059,Net_electricity,Construction,8980.255934
1059,Net_electricity,Manufacturing,538144.4093
1059,Net_electricity,Mining,16729.62694
1059,Other,Agriculture,31253.72445
1059,Other,Manufacturing,390089.57
1059,Other,Mining,9286.219704
1059,Residual_fuel_oil,Agriculture,0
1059,Residual_fuel_oil,Manufacturing,3261.443674
1059,Residual_fuel_oil,Mining,5834.336118
1061,Coal,Manufacturing,106.0239041
1061,Coke_and_breeze,Manufacturing,0
1061,Diesel,Agriculture,137923.0547
1061,Diesel,Construction,49251.19785
1061,Diesel,Manufacturing,2110.333374
1061,LPG_NGL,Agriculture,60168.93913
1061,LPG_NGL,Construction,1946.192097
1061,LPG_NGL,Manufacturing,3768.804609
1061,Natural_gas,Construction,19547.24682
1061,Natural_gas,Manufacturing,57235.26819
1061,Net_electricity,Agriculture,96623.54333
1061,Net_electricity,Construction,14098.71006
1061,Net_electricity,Manufacturing,85360.90949
1061,Other,Agriculture,38953.3075
1061,Other,Manufacturing,653.8840424
1061,Residual_fuel_oil,Agriculture,0
1061,Residual_fuel_oil,Manufacturing,104.1177422
1063,Coal,Manufacturing,0.156101411
